Title,Abstract,Keywords
xGroupware: Collaboration in Cross-Reality Using Agents,"This paper presents xGroupware, a cross-reality meetingware that coordinates some activities to support remote workgroup. xGroupware was developed based on a multiagent system architecture that integrates different technologies for enabling message exchange between virtual and real worlds users using wearable computers.",Meetingware;Colaboração;Cross-Reality;Wearable Computers;Sistema Multiagentes.
Finite-Time Distributed Tracking Control for Multi-Agent Systems With a Virtual Leader,"This paper aims at further investigating the finite-time distributed tracking control problems for multi-agent systems with a virtual leader under the conditions of fixed and switching topologies, respectively. Two continuous distributed tracking protocols are designed for tracking the virtual leader in finite time. Compared with the traditional distributed tracking protocols, the proposed distributed tracking protocols can reach consensus in finite time. In particular, to eliminate the chattering phenomenon occurred in non-Lipschitz dynamical systems, this paper introduces a saturation function to replace the original sign function in the proposed distributed tracking protocols. The improved protocols can guide all agents to track the virtual leader without chattering phenomenon in finite time for the same position. Numerical simulations are also given to validate the proposed distributed tracking protocols.",Finite-time consensus;multi-agent systems;switching topology;tracking control
Visualizing agent-based simulation dynamics in a CAVE — Issues and architectures,"Displaying an agent-based simulation on an immersive virtual environment called CAVE (Cave Automatic Virtual Environment), a human expert is enabled to evaluate the simulation's dynamics from the same point of view as in real life — from a within perspective instead of a birds eye view. As this form of face validation is useful for many multiagent simulations, it should be possible to setup such a system with as little effort as possible. In this context, we systematically analyse the critical issues that a realization of such a system raises. Addressing these problems, we finally discuss design aspects of basic framework architectures.",
Network Model of Multiagent Communication of Traffic Inspection for Supervision and Control of Passenger Transportation in Road and City Traffic,"As a rule, the supervision and control of the transportation of persons in different types of traffic is the responsibility of the Traffic Inspection of the state inspectorates of individual countries. This paper investigates the intelligent supervision and control of the transportation of persons in road and city traffic managed by the Traffic Inspection in the geo-space of the Republic of Srpska (RS). The aim of the research is to create a multiagent communication (MAC) network model of an ensemble of intelligent interactive teams of human agents (HA), software agents (SA) and cyber-physical agents (CPA) located in six distributed nodes of a star network topology. All nodes of this topology represent Intelligent communication agents, and a special team of intelligent management agents for Inspection Affairs is located in the sixth node of the MAC network model. In the proposed model, the communication platform for MAC is supported by process-adaptable applications of machine learning methods, and the ability of agents to learn from experience and predict based on digital data processing. The main goal of MAC model is optimization of solutions for timely planning, reliable functioning, continuous monitoring, preventive supervision and effective management of Traffic Inspection tasks in uncertain situations contexts.",multiagent communication;traffic inspection;agent;transport of persons;prediction;classification;categorization;situational contexts
Robust formation control of a class of multi-agent systems by output regulation approach,"In this paper, we study the robust formation control problem of a class of multi-agent systems based on the generalized internal model principle. We show that this problem finally boils down to a robust stabilization problem of a nonlinear system, the solution of which can be solved by using the existing robust stabilization technique. The efficiency of the proposed design method is verified by one typical formation control problem of multi-agent systems.",Nonlinear systems;Lyapunov;internal model;stabilization;dissipative
Caribbean/Q: A Massively Multi-Agent Platform with Scenario Description Language,"Making a truly useful massively multi-agent system is difficult since the actions of the full ensemble of agents cannot be controlled by designing just one agent. It is critical to control all the agents by using protocols that describe the interaction of agents and the environment in a top-down approach. We introduce a system that uses interaction protocol descriptions and has the capability of controlling hundreds of thousands of agents. This makes it feasible to realize a mega-scale navigation system that can assist the inhabitants of a small city. In developing a massively multiagent system, protocol design and agent development need to be separated to allow specialists to work in concert with one another while honing the different technologies. As a platform for mega-scale navigation system, we devise an architecture for multiagent platforms where the execution of agents scenario and the implementation of agents are explicitly separated. This paper also gives the evaluation and an application example using the platform.",
A Robot Augmented Environment Based on ROS Multi-Agent Structure,"This paper presents how to construct an augmented environment for a robot controller software. First, a multiagent software architecture based on the Robot Operating System (ROS) platform is purposed as a framework to superimpose real-world, virtual and software environments. Then, key settings in the ROS framework that affect the robot-environment interaction are discussed. To resolve such issues, message aggregation/dissemination in the proposed framework are implemented using the Simulink-based time-triggered architecture. Finally, a collision detection problem is demonstrated a built robot interacts with the proposed augmented environment.","augmented environment, Robot Operating System, multi-agent structure, time-triggered architecture"
Disaster Assistance Intelligent Agent,"Virtual characters are controlled by artificial intelligence in video games and movies. Controlling these characters when they are surrounded by people is known as crowd simulation. In this work, we propose to employ intelligent agents and decision trees to simulate a realistic scenario in which our agent will lead the human behavioural AI and identify the best route to the goal or the best circumstances to the objective avoiding all the obstacles in the path. This crowd simulation will be used to make intelligent agents which can find the best path during the situation of any disaster and show humans the safest path which the humans can follow to get to the nearest safe points. Multiagent simulation, commonly referred to as a Crowd and Agent Simulation, is an approach used to simulate many people, animals or other characters interacting with each other in one place. These actors are expected to pursue their objectives, engage in the environment and coordinate with each other. It is expected that the simulated actors will pursue their goals, interact with the environment, and communicate among themselves. Crowd simulations find utility in various areas, including the enhancement of training environments and virtual worlds, the optimization of architectural planning, and the refinement of AI-driven characters' driving behaviors in video games and movies.",Artificial Intelligent;Agent;Behavior Tree;Crowd Simulation
Towards a Generic Approach for Analyzing the Efficiency of Complex Networks,"A generic multi-agent model of a process industry is presented. The model is based on the system decomposition of a chemical process industry sector. The resulting system description was translated to a suitable analogy: a production chain for chocolate bars. Using this analogy a game has been developed and played to elucidate and explain complexities and interdependencies in the corresponding industrial network. The concepts extracted during the process decomposition and the development of the game have been formalized in an ontology, which is a specification of concepts. This ontology serves as the foundation of the representation of reasoning, communications and transactions in our multi-agent system. A prototype generic multi-agent model has been implemented and developed in Repast to serve as a simulation engine for real process industries and other applications",Analysis;complexity;generic approach;infrastructures;modeling;ontologies;process industry;system thinking
Cooperative Multiagent Deep Reinforcement Learning for Computation Offloading in Digital Twin Cyber–Physical–Social System,"The widespread deployment of edge computing infrastructures has greatly advanced cyber–physical–social systems (CPSSs) by enabling computation offloading for various applications. However, the heterogeneous nature of edge servers (ESs) and the single-destination offloading strategy may limit the overall network performance. In this case, tasks are exclusively handled by the administrative ES, resulting in only marginal improvements in service quality, such as energy consumption and task delay. To fully exploit the advantages of edge computing, this article investigates the cooperation among ESs within CPSS and proposes a cooperative algorithm, named MATORA, to exploit a further performance gain by calculating the task offloading and resource allocation decisions. First, we formulate the joint optimization problem as a time-varying mixed integer nonlinear programming problem; then, we utilize the multiagent deep reinforcement learning (MADRL) to learn the action policy. Second, the MATORA novelly builds reputation model for each ES to obtain insightful knowledge based on service quality, enhancing the training efficiency of MADRL. Thirdly, we simulate a digital twin-based virtual system to monitor the physical network, in which a risk-free, centralized training environment is provided for the multiagent algorithm. Finally, the simulation results and analysis directly validate the effectiveness of our algorithm.",Cooperative computation offloading;digital twin (DT);multiagent deep reinforcement learning (MADRL);reputation model
Understanding the Interplay of Model Complexity and Fidelity in Multiagent Systems via an Evolutionary Framework,"Modern video games come with highly realistic graphics enabling the players to interact with visually rich virtual worlds. Realistic (life-like) animation of nonplayer characters (NPCs) in such virtual worlds is particularly important to enhance the gaming experience. Multiagent systems are one effective approach to synthesize life-like behaviors and interactions by codifying simple rules into NPCs (each NPC as an autonomous agent). However, such behaviors generally come at the cost of increasing computational expense and complexity in terms of aspects such as number of rules and parameters. Therefore, the desire for high fidelity (highly realistic) behaviors is often in conflict with the drive for low complexity. Multiobjective evolutionary algorithms provide a sophisticated mechanism to optimize two or more conflicting objectives simultaneously. However, evolutionary computing techniques need an appropriate objective function to drive the exploration in the correct direction. Pairing of evolutionary techniques and multiagent systems is challenging in the classes of problems in which the fitness is evaluated based on human aesthetic judgment rather than on objective forms of measurements. In this study, we present a multiobjective evolutionary framework to evolve low complexity and high fidelity multiagent systems by utilizing a machine learning system trained by bootstrapping human aesthetic judgment. We have gathered empirical data in three problem areas-simulation of conversational group dynamics, sheepdog herding behaviors, and traffic dynamics, and show the effectiveness of our approach in deriving low complexity and high fidelity multiagent systems. Further, we have identified common properties of the Pareto-optimal frontiers in the three problem areas that can ultimately lead to an understanding of a relationship between simulation model complexity and behavior fidelity. This understanding will be useful in deciding which level of behavioral fidelity is required for the characters in video games based on the distance to the camera, importance to the scene, and available computational resources.",Complexity;fidelity;level of detail artificial intelligence (LOD AI);multiagent systems;multiobjective optimization
Blockchain-Empowered Resource Allocation in HAPS-assisted IoV Digital Twin Networks: A Federated DRL Approach,"Vehicular edge computing (VEC) is a new paradigm in smart cities with the potential to provide and manage resources such as computing and storage closer to resourceconstrained smart vehicles (SV) to support ultra-reliable lowlatency communications and knowledge sharing. However, it is challenging to make optimal resource allocation and offloading decisions due to the mobility, ubiquitous communications, and diverse resource demands of SVs and the dynamic nature of the vehicular network topology. In this paper, we propose an adaptive resource allocation and task offloading scheme for HAPS-assisted Internet of Vehicle networks by exploiting the potential of digital twins (DT), blockchain, and federated multiagent deep reinforcement learning (FMADRL) technologies to address these issues. The DT network is utilized to intelligently monitor and control the demand and supply of resources in the digital representation of the physical operating environment. We adopt a dynamic pricing-based double auction to model the supplies and demands of resource providers and requesters. This enables resource providers and SVs to make adaptive and optimal resource allocation and task offloading decisions. In addition, we deploy a consortium blockchain to enable distributed and secure resource allocation. The resource allocation and task offloading multi-objective optimization problem is formulated as a multiagent extension of the Markov decision process and solved using an FMADRL-based multi-agent deep deterministic policy gradient (FMADDPG) algorithm. The numerical results show that the proposed scheme archives efficient resource allocation and maximizes the utility function while minimizing costs compared to the baseline schemes.",Blockchain;digital twin;resource allocation;task offloading;smart vehicles;deep reinforcement learning;federated learning;double auction
Communication overlays and agents for dependable smart power grids,"Smart grids rely on a dependable information infrastructure for the monitoring and control applications. Two elements can enhance the suitability of the communication and control infrastructure for such smart grid applications. Overlay networks allow to resiliently deal with nodes that appear and disappear, as well as with the dynamic nature of the power values these nodes represent in a smart grid. Agents-based modelling allows to simulate the smart grid applications in a scalable and flexible way before deployment. The paper discusses how both approaches can be combined for simulating a more dependable smart grid.",smart grid;intelligent grid;multi-agent system;overlay networks;power systems
Blockchain-Based Pseudonym Management for Vehicle Twin Migrations in Vehicular Edge Metaverse,"Driven by the great advances in metaverse and edge computing technologies, vehicular edge metaverses are expected to disrupt the current paradigm of intelligent transportation systems. As highly computerized avatars of vehicular metaverse users (VMUs), the vehicle twins (VTs) deployed in edge servers can provide valuable metaverse services to improve driving safety and on-board satisfaction for their VMUs throughout journeys. To maintain uninterrupted metaverse experiences, VTs must be migrated among edge servers following the movements of vehicles. This can raise concerns about privacy breaches during the dynamic communications among vehicular edge metaverses. To address these concerns and safeguard location privacy, pseudonyms as temporary identifiers can be leveraged by both VMUs and VTs to realize anonymous communications in the physical space and virtual spaces. However, existing pseudonym management methods fall short in meeting the extensive pseudonym demands in vehicular edge metaverses, thus dramatically diminishing the performance of privacy preservation. To this end, we present a cross-metaverse empowered dual pseudonym management framework. We utilize cross-chain technology to enhance management efficiency and data security for pseudonyms. Furthermore, we propose a metric to assess the privacy level and employ a multiagent deep reinforcement learning (MADRL) approach to obtain an optimal pseudonym generating strategy. Numerical results demonstrate that our proposed schemes are high-efficiency and cost-effective, showcasing their promising applications in vehicular edge metaverses.",Cross-chain;deep reinforcement learning;pseudonym management;twin migration;vehicular metaverse
ADIPS framework and its application to symbiotic space on network environment,"The aim of this research is to develop a flexible reasoning support environment (cyberspace) that can perceive, reason and act to achieve multiple goals under dynamic, uncertain and complex conditions found in information systems. Current information system architectures are too rigid to cope with heterogeneity, inaccuracy and inflexibility of the real world requirements. In order to overcome such limitations we propose a distributed multiagent software architecture for flexible intelligent information systems with the following goals: construct a framework for the development of agent-oriented systems in a distributed environment called ADIPS, as an infrastructure and two classes of systems are built on it; and develop a reasoning support environment called Cyber Office.",
ADIPS framework and its application,"The aim of this research is to develop a flexible reasoning support environment (cyberspace) that can perceive, reason and act to achieve multiple goals under dynamic, uncertain and complex conditions found in information systems. Current information system architectures are too rigid to cope with heterogeneity, inaccuracy and inflexibility of the real world requirements. In order to overcome such limitations we propose a distributed multiagent software architecture for flexible intelligent information systems with the following goals: (a) Construct a framework for the development of agent-oriented systems in distributed environment called ADIPS, as an infrastructure and two classes of systems are built on it, and (b) develop a reasoning support environment called cyber-office.",
SDISSASA: A Multiagent-Based Web Mining via Semantic Access to Web Resources in Enterprise Architecture,"Distributed intelligent software agents (DISA) are software agents that help out users and act on their behalf. Such agents might be robots or virtual software systems. They are able to intelligent if they interact with their environment in an approach that would generally be observed as intelligent if that communication were carried out by a human being. As a result, gathering information from Web sources via distributed intelligent software agents in enterprise architecture can be implemented platform independent, reusable, and would be better modeled in n-tier or enterprise-tier architecture. The purpose of this paper is to develop a novel distributed intelligent software agent architecture capable of manually and automatically locating and extracting user specified data from the Web, and to dynamically populate semantic databases with the data for later access and retrieval. Implementation of this project not only enables the software to access the semantic information which has been created by a typical Web source, but also it is equipped producing a meta database for executing the queries in semantic database. On the other hand, agents of this system have been enabled for the creation of customized knowledge-based ontology files over enterprise model for future usage of users.",Software Agent;Web Mining;Enterprise Architecture;Semantic WEB;J2EE
"Le Salon, where agents meet actors","The author presents le Salon, a tool for the construction and management of virtual places on the World Wide Web. Users are represented by interface agents that interact with each other and with independent artificial agents. All interactions follow a strict protocol which allows for partial grounding of the exchanged concepts. He believes that such grounding might lead to a more successful integration of artificial agents in environments designed for human actors.",
Multi-agent based system architecture for agile manufacturing system and its learning algorithm with CMAC (Cerebellar Model Articulation Controller),"As the world market is becoming increasingly dynamic and intense, manufacturing enterprises require responsive manufacturing systems which having ability to response rapidly to dynamic changes, to satisfied customer needs. Multi-agent system is used to model manufacturing system in this paper. A multi-agent system based system architecture for agile manufacturing systems which include agent architectures, communication interface between agents in the manufacturing system, agent data module, knowledge module for multi-agent system and sensory input and output controller are proposed. A agent learning model and its mapping algorithm for CMAC (cerebellar model articulation controller) are presented to make the agent system have self learning ability. Simulation result shows that the model and the solution are effective to the manufacturing system.",
Educational autonomous robotics setup using mixed reality,"This paper is concerned with the presentation of a mixed-reality operational environment for carrying out experiments in robotics. This set up was designed as an intermediate system between a real and a simulated scenario in order to work with real robots and to ease and simplify the configuration and modification of the rest of the elements of the experiments. The environment uses video projection over the arena of the experiment, image capture to obtain the current position of the robots and a computer which monitors and controls the scenario. The graphic representation of the virtual elements of the scenario is projected onto the arena and their state is updated based on world rules of the experiment and on the state and actions of the robots. The scheme followed to control and structure this environment is based on the one proposed in a previous work for the creation of a simulation environment named Waspbed, which was designed for the study of simulated coevolution processes in multiagent systems. This setup is used for getting students from engineering degrees used to deal with robotics and all its associated fields, such as artificial vision, evolutionary robotics, communication protocols, etc. in a very simple, quick and cheap way, which otherwise wouldn't be feasible taking into account the academic constraints of time and resources.",Learning environments;multirobots system;virtual environments;educational robotics;autonomous robotics
A Behavior-Authoring Framework for Multiactor Simulations,"Interest has been growing in the behavioral animation of autonomous actors in virtual worlds. However, authoring complicated interactions between multiple actors in a way that balances control flexibility and automation remains a considerable challenge. A proposed behavior-authoring framework gives users complete control over the domain of the system: the state space, action space, and cost of executing actions. To specialize actors, the framework uses effect and cost modifiers, which modify existing action definitions, and constraints, which prune action choices in a state-dependent manner. The framework groups actors with common or conflicting goals to form a composite domain, and a multiagent planner generates complicated interactions between multiple actors. The Web extra is a video that shows how multiactor simulations should aim to strike a happy medium between the automation of generation and the flexibility of specification.",crowds;high-level behaviors;coordination;authoring;virtual worlds;computer graphics;graphics and multimedia
Distributed Resource Optimization With Blockchain Security for Immersive Digital Twin in IIoT,"Virtual reality-embedded digital twin (VR-DT) service integrates digital twin with virtual reality to visualize the digital representation of real-world production, boosting the digital transformation of manufacturing industry in the Industrial Internet of Things (IIoT). Balanced against the advantages of the VR-DT service, its data-driven, computing-intensive, and security-sensitive features bring challenges to the current IIoT. Therefore, we propose a blockchain-based distributed resource allocation scheme to improve the average Quality of Service (QoS) of the VR-DT services with regard to service delay and transaction throughput. We formulate the joint optimization of channel assignment, subframe configuration, computing capacity allocation, and block size adjustment as a mixed-integer nonlinear programming problem. A fully decentralized multiagent compound-action actor–critic algorithm is developed to solve the QoS optimization problem. Simulation results demonstrate that our proposed scheme can efficiently improve the average QoS of the VR-DT services in a realizable way as compared to existing schemes.",Blockchain;deep reinforcement learning (DRL);digital twin (DT);multiagent;virtual reality (VR)
A Multi Agent Simulator for Disaster Prevention and First Response Applications,"The use of Unmanned Aerial Vehicles (UAVs) has exponentially grown in the last decades thanks to their versatility and ease of use. However, deploying a single large drone might not be efficient for completing tasks compared to the use of a heterogeneous swarm of smaller and lighter drones, which can better adapt to different application scenarios and reduce the mission time. In this sense, Search and Rescue (SAR) activities represent an important field of application. Heterogeneous multiagent systems require ad-hoc Guidance, Navigation, and Control (GNC) algorithms to effectively manage the agents of the swarm. Hence, there is a need for an efficient simulator that allows for the validation of such GNC techniques, taking advantage of the positive aspects of a risk-free virtual environment before realworld deployment. In this sense, the main aim of this paper is to propose a heterogeneous Simulink-based multi-agent flight simulator that is able to support researchers in the representation of realistic scenarios before effectively conducting real tests. The effectiveness of the proposed simulator, which is part of the project “CHeMSys: Cooperative Heterogeneous Multi-drone System for disaster prevention and first response,” is evaluated in several scenarios, considering ground, water, and air vehicles.",coordinated feasible trajectory planning;multirobot systems;surveillance missions;set-theoretic approach
Using Reactive Agents to Mimic the Dissemination of Slums in Cities,"In this paper we present a multi-agent system based on a very simple reactive agents system paradigm, in order to simulate the dynamics of land- use in urban environments, Our agents operate on a cell-based framework built from Geographical Information Systems raster images, aerophotos or satelite images. Using cellular automata and agent concepts we can model, simulate, predict and dynamically visualize the growth and dissemination of slums, and envision future possible scenarios, The motivation of this research has its ground on some previsions saying that in the next three decades the population that lives in slums will duplicate, reaching 32% of the total world population [1]. In this context, building scenarios related to the growing of existent slums, the birth of new ones, and their evolution, would be very useful for urban planning and for the elaboration of social policies aiming to minimize the impact caused by the uncontrolled growing of slums.",
Coordinated work of large collections of agents using COllective INtelligence,"It is a challenging and difficult task that designing large collections of agents without centralized control to support coordinated work. Previous methods, such as rule-based systems, artificial life and market-based systems, used to address this problem have proved to be either too brittle or not scalable to large system. To address this problem, a new method based on COllective INtelligence(COIN) which presented by NASA/Ames research center is proposed. Firstly, a hierarchical model is defined which expand the conventional COIN framework to the heterogeneous multi-agent system; then the forms and the constructing process of the global utility constructed by the hierarchical model are discussed. Secondly, based on an air defense scenario where weapons(agents) needed to assign to the targets without centralized control, a concrete world utility is constructed to solve the rapid self-response of agents. Finally, the impacting factors, effect set, which impacting the coordination effect of the system are discussed. Simulation experiment results show our model and algorithm are effective by comparing with the original methods.",coordinated work;multi-agent system;collective intelligence;task assignment
Scalable Consensus Over Finite Capacities in Multiagent IoT Ecosystems,"In the real world, consensus achievement is an adaptive and evolutionary process. Tailor-made mechanisms are engaging in the light of disputes to resolve emerging contradictions between the atoms. Most of the dominant blockchain architectures tend to oversee this fact. They come integrated with rigid, overkilling consensus-achievement procedures, which, in many cases, are not necessary or significantly beneficial. They often raise overwhelming demands on the nodes and prohibit the deployment of fully distributed and peer blockchain operation in the IoT world. Still, for the IoT ecosystems and the metaverse to become self-sustainable and self-evolving, robust validity mechanisms must be embedded in the atomic scale. This work investigates the process of building and sustaining scalable consensus policies over the trivial atomic capacities of the IoT ecosystems. For this, we deploy the IoT microblockchain framework as an atomic consistency tier and we define a primary set of validity rules that every node can easily carry out. The initial concept relies on Gödel’s incompleteness theorems and K. Friston’s free energy principle and is investigated under the perspectives of graph and game theory. To study the dynamic behavior of the system, a competitive game among the nodes is run. The Proof of Existence (PoE) is utilized as a universal proofing case. Its feasibility is demonstrated, and its complexity is analyzed under various system considerations. The findings prove that finite-capacity atoms can collectively and efficiently support verifiable validity and scalable consensus in the evolutionary IoT ecosystems and the metaverse, even under conditions of high diversity, trivial capacity, and eventual consistency.",Artificial intelligence (AI)-intensive multiagent systems;evolutionary systems;IoT microblockchain;IoT sustainable transactional trust;peer IoT ecosystems;rational metaverse;reality modeling;scalable consensus;validity in IoT ecosystems
A light-weighted multiagent-based crowd simulation,"The main contributions of this research include developing a light-weighted multiagent-based system for crowd simulation and modeling bounded rationality of the agents in such system. We deploy the belief-desire-intention (BDI) concept to model our agents. Whereas most works in the field assume perfect information, we take into account the bounded rationality characteristics of human beings into the perception of agents. We found that the increasing number of agents affects the performance by increasing duration, number of rounds, duration per round, duration per agent, and round per agent in two dense scenes. However, the perception process added on does not directly affect the performance of the algorithm. With regards to the behavior of the agents, we found that most agents are affected by the increasing number of agents that their paths divert significantly from the original plan. However, there are some agents which apparently can maintain their paths close to their original ones.",agent-based simulation;crowd simulation
Proposal of intelligent telecommunication network model in ATM networks-distributed cooperative multi agent model,"The authors propose the distributed cooperative multiagent model to create truly intelligent telecommunication networks. In the proposed model, the higher functional layer consists of a distributed cooperative computing environment. The distributed cooperative virtual path (VP) provisioning method is introduced for multiple VP allocation control asynchronous transfer mode (ATM) networks. The distributed computing environment is composed of SUN workstations. The simulation results show that, although the CPU time for route search in a distributed cooperative computing environment is large compared with that in a centralized computing environment, the distributed cooperative VP allocation in ATM networks operates correctly.<>",
A LEGO Mindstorms experimental setup for multi-agent systems,"This paper presents an experimental setup based on the LEGO Mindstorms technology, suitable for the validation of cooperative control strategies for multiple vehicle systems. Despite its low cost, the proposed setup features good scalability and is versatile enough to be adopted for testing different solutions to a number of crucial problems arising in multi-agent systems, like formation control, motion coordination, coverage problems, etc. At the same time, it represents a challenging testbed, presenting several issues that have to be faced in a real-world scenario, such as communication constraints, control quantization, noisy measurements. As an application, the experimental validation of a recently proposed decentralized control law is presented, for the collective circular motion of a team of nonholonomic vehicles about a virtual reference beacon.",
Post modern distributed systems [keynote address],"Summary form only given, as follows. With the increasing speed of computers and communication linlts, and the successful convergence of both fields, computers connected by high speed links now represent an enormously large distributed computing system. However, current information distributed system architectures are too rigid to cope with heterogeneity, inaccuracy and inflexibility of the real world requirements. In order to overcome such limitations, in this talk, we present Post Modem Distributed System based on Flexible Network using the concept of Flexible Computing proposed by the authors. We first give the outline of the Flexible Computing and the basic architecture of Flexible Network based on multi-agent systems. Then the characteristics of Modem Distributed Systems based on Flexible Network will be discussed. As application examples, we will show a virtual office and flexible video conference system.",
Hierarchical Deep Reinforcement Learning With Experience Sharing for Metaverse in Education,"Metaverse has gained increasing interest in education, with much of literature focusing on its great potential to enhance both individual and social aspects of learning. However, little work has been done to address the systems and technologies behind providing meaningful Metaverse learning. This article proposes a technical framework to address this research gap, where a hierarchical multiagent reinforcement learning approach with experience sharing is developed to augment the intelligence of nonplayer characters in Metaverse learning for personalization. The utility and benefits of the proposed framework and methodologies are demonstrated in Gridlock, a Metaverse learning game, as well as through extensive simulations.",ACP;experience sharing;metaverse learning;reinforcement learning (RL)
CS Freiburg: coordinating robots for successful soccer playing,"Robotic soccer is a challenging research domain because many different research areas have to be addressed in order to create a successful team of robot players. The paper presents the CS Freiburg team, the winner in the middle-size league at RoboCup 1998, 2000, and 2001. The paper focuses on multiagent coordination for both perception and action. The contributions of the paper are new methods for tracking ball and players observed by multiple robots, team coordination methods for strategic team formation and dynamic role assignment; a rich set of basic skills allowing robots to respond to a large range of situations in an appropriate way, and an action-selection method based on behavior networks, as well as a method to learn the skills and their selection. As demonstrated by evaluations of the different methods and by the success of the team, these methods permit the creation of a multirobot group which is able to play soccer successfully. In addition, the developed methods promise to advance the state of the art in the multirobot field.",
Innovative Web-lecturing technology: towards open learning environments,"The InterLabs state-of-the-art Web-lecturing tool for online education has been designed, developed, and tested at the InterLabs Research Institute at Bradley University, Peoria, IL, as a part of the National Science Foundation's CCLI-EMD grant # 0196015. It is based on active utilization of innovative software engineering, streaming multimedia, communication, teaching, and learning and information technologies. Student formative and summative evaluations and academic performance clearly demonstrated the advantages of the innovative online courseware based on Web-lecturing technology. This technology along with reusable learning objects (including SCORM, IEEE LTSC, IMS and Dublin Core standards for learning objects), multiagent technology, intelligent tutoring systems, new developments in instructional design, XML, PHP and other programming languages lead towards a new generation of virtual learning environments - open, learner-centered, knowledge-driven, intelligent, agent-based, collaborative, interactive open learning environments (OLE).",
AI's 10 to Watch,"The recipients of the IEEE Intelligent Systems 10 to Watch award--Eyal Amir, Regina Barzilay, Jennifer Golbeck, Tom Griffiths, Steve Gustafson, Carsten Lutz, Pragnesh Jay Modi, Marta Sabou, and Richard A. Watson--discuss their current research and their visions of AI for the future. This article is part of a special issue on the Future of AI.",artificial intelligence;human-level AI;linguistics;social networks;human cognition;genetic programming;description logics;multiagent coordination;the Semantic Web;algorithmic biology
Replanning-Oriented Framework for Efficient Real-Time Decision-Making in Multi-UAV Systems,"Efficient real-time decision-making for long-term multiple unmanned aerial vehicles (multi-UAV) missions in geo-distributed environments requires an integrated approach to manage dynamic task demands. We propose a hierarchical dual-layer decision-making framework for multi-UAV mission replanning. The upper layer optimizes multi-UAV deployment using the density-constrained K-medoids clustering and simulated annealing algorithm, achieving globally optimal solutions. The lower layer addresses task assignment via the goal-oriented belief space multiagent reinforcement learning algorithm, which leverages updated belief distributions to mitigate sparse reward and enhance training efficiency. Coordination between the two layers ensures comprehensive coverage of predefined demands while adapting to dynamic events. The effectiveness of the proposed methods is validated through a real-world case study using the 911 call dataset from city emergency services.",Decision-making;multiagent reinforcement learning (MARL);multiple unmanned aerial vehicles (multi-UAV);replanning
CARAVAN: Congestion Avoidance and Route Allocation Using Virtual Agent Negotiation,"Traffic congestion becomes a cascading phenomenon when vehicles from a road segment chaotically spill on to successive road segments. Such uncontrolled dispersion of vehicles can be avoided by evenly distributing vehicles along alternative routes. This paper proposes a practical multiagent-based approach, which is designed to achieve acceptable route allocation within a short time frame and with low communication overheads. In the proposed approach, which is called Congestion Avoidance and Route Allocation using Virtual Agent Negotiation (CARAVAN), vehicle agents (VAs) in the local vicinity communicate with each other before designated decision points (junctions) along their route. Cooperative route-allocation decisions are performed at these junctions. VAs use intervehicular communication to propagate key traffic information and undertake its distributed processing. Every VA exchanges its autonomously calculated route preference information to arrive at an initial allocation of routes. The allocation is improved using a number of successive virtual negotiation “deals.” The virtual nature of these deals requires no physical communication and, thereby, reduces communication requirements. In addition to the theory and concept, this paper presents the design and implementation methodology of CARAVAN, including experimental results for synthetic and real-world road networks. Results show that when compared against the shortest path algorithm for travel time improvements, CARAVAN offers 21%-43% gain (when traffic demand is below network capacity) and 13%-17% gain (when traffic demand exceeds network capacity), demonstrating its ability to regulate overall system traffic using local coordination strategies.",Cooperative systems;dynamic traffic assignment;multiagent systems (MAS);traffic congestion management
A Multi-agent Approach Toward the Security Analysis of the 802.11i Handshake Protocol,"Wireless mesh networks (WMNs) are now increasingly deployed because of their low up-front cost, easy network maintenance, robustness, and reliable self coverage. It is important to guarantee the security properties of the WMN to ensure a desired secure system. In this paper, we formally verify the authentication of a WMN. We start with translating a WMN into a multi-agent system (MAS), where each node represents an agent of the MAS. The purpose is to benefit from the existing state-of-the-art verification techniques applicable in the multi-agent domain. We then prove the authentication property of the WMN. Our contributions include: translating a wireless mesh network into a formal multi-agent framework, representing the authentication property as MAS's formal specification, and applying the strand system verification strategy to prove the correctness of MAS's authentication",
MDSM: Generalized multiagent coordination for demand side management,"One key challenge in creating a sustainable society is to make consumer demand adaptive to the supply of electricity. We propose a generalization for the multiagent coordination algorithm for partially-centralized demand side management. In this setting, a central unit buys the electricity for the whole group, while the individual agents make their own demand decisions, based on their private constraints and preferences. While the state-of-the-art algorithm achieves strong guarantees, i.e., efficiency, strict budget balance as well as weak incentive compatibility, the formulation requires a simple supply model with a 2-step increasing threshold price function. In this paper, we propose MDSM, a generalized formulation of the multiagent coordination algorithm and prove that it converges to the optimal solution for all convex piecewise linear cost functions. Further, we perform simulations based on real world consumption data to evaluate the scalability of the algorithm in respect to the number of thresholds. The results indicate that the convergence time of MDSM is not sensitive to the number of thresholds in the cost function. This means, the proposed algorithm could be used for a broader set of distributed scheduling problems.",
