"Title","Abstract","Keywords"
"MADRL-Based Joint Edge Caching and Bitrate Selection for Multicategory 360° Video Streaming","360° video streaming has gained increasing attraction in the current popular virtual reality, AR, and MR applications, which can provide users with an immersive experience. In tile-based 360° video streaming, edge caching and bitrate selection strategies are jointly designed to improve users’ Quality of Experience (QoE), which incorporates video quality and rebuffer. However, the existing QoE-driven approaches use a unified QoE function to guide the decisions of edge caching and bitrate selection, which neglect the impact of video quality and rebuffer on different categories of 360° videos, thus failing to provide high-average QoE for users. In this article, we propose a multiagent deep-reinforcement-learning-based joint edge caching and bitrate selection strategy for multicategory 360° video streaming to improve users’ average QoE. The key idea is to employ different edge caching and bitrate selection strategies for different video categories to enable fine-grained performance optimization. Based on multicategory 360° video streaming, we first model a joint edge caching and bitrate selection problem as a multiagent cooperative Markov decision process with the goal of maximizing users’ average QoE. Next, an Field-of-View-aware multiagent soft actor–critic (FA-MASAC) algorithm is designed to help agents collaboratively learn optimal edge caching and bitrate selection decisions in a distributed way, in which each video category is treated as an agent. Finally, experimental results on real-world data sets show that our proposed strategy can greatly benefit users’ average QoE compared to existing strategies.","Bitrate selection;edge caching;multiagent deep reinforcement learning (MADRL);multicategory 360° video streaming;Quality of Experience (QoE)"
"A Multiagent Federated Reinforcement Learning Approach for Plug-In Electric Vehicle Fleet Charging Coordination in a Residential Community","The increasing penetration of distributed renewable energy and electric vehicles (EV) in local microgrids/residential-community has brought a great challenge to balancing system stability and economic benefits. This paper proposes a decentralized framework based on an efficient federated deep reinforcement learning method for plug-in electric vehicle (PEV) fleet charging management in a residential community, which is equipped with a photovoltaic and battery energy storage system and connected to a local transformer. Firstly, the framework of PEV charging management is described as a virtual EV charging station coordinating charging tasks through sharing public information with distributed agents. Then, an individual preference model of PEV is developed considering heterogenous PEV charging anxiety, battery degradation, and collective penalty. Subsequently, we propose an attention-weighted federated soft-actor-critic method to efficiently seek the co-ordinational scheduling of the PEV fleet charging in a distributed way, where scalability and privacy protection can be ensured with attention-based information sharing. Finally, a real-world case study is conducted to validate the effectiveness and feasibility of the proposed approach.","Plug-in electric vehicles;residential community;coordination strategy;federated deep reinforcement learning"
"Cooperative adaptive fuzzy tracking control for a class of nonlinear multi-agent systems","Here, we present a distributed adaptive control scheme for cooperative tracking of a class of nonlinear multiagent systems with partially unknown dynamics. The agents should reach an agreement on a time-varying reference trajectory as their virtual leader. The approach combines the artificial potential functions method with robust control terms to reach an appropriate controller for each agent. The unknown dynamics of each agent is approximated by an adaptive fuzzy system, with adaptive laws derived from Lyapunov stability analysis. Theoretical analysis reveals that Hœ performance criterion is satisfied and the effects of uncertainties are kept below a desired attenuation level. The proposed method is applied to the state tracking problem of five inverted pendulums. Results indicate the effectiveness of the proposed approach in handling noise and bounded uncertainties as well as reaching consensus with high precision.","adaptive fuzzy control;cooperative tracking control;artificial potential function;multi-agent systems"
"Resource Allocation and QoE Maximization in Aerial MEC-empowered Metaverse Service: A CCM-Multi-agent DRL approach","The integration of Mobile Edge Computing (MEC) with aerial platforms introduces novel potential for the Metaverse world by providing low-latency and highly reliable computing and communication services at the network edge. Nevertheless, this integration presents critical challenges, such as low Quality of Experience (QoE) due to the dynamic nature of aerial platforms, high resource demands, and the requirements for real-time data processing in the Metaverse environment. To address these challenges, we propose a Combinatorial Client-Master Multiagent Deep Reinforcement Learning (CCM-MADRL) based joint resource allocation and QoE maximization framework to enable intelligent real-time decision-making in aerial MEC enabled Metaverse services. We form a collaborative ecosystem where agents are designed to represent both Metaverse service providers and aerial platforms to promote fairness and efficiency in resource allocation, as well as optimize service delivery. By incorporating CCM, our approach considers diverse metrics, such as latency, reliability, meta-distance, and energy efficiency, to ensure a holistic optimization of Metaverse services. The MADRL approach enables adaptive decision-making, allowing the system to respond to the dynamic and unpredictable nature of Metaverse applications. Results from simulations that mimic realistic Metaverse scenarios demonstrate the effectiveness of the proposed CCM-MADRL framework in terms of improved service performance, reduced latency, cost, and virtual meta-distance, maximized average QoE utility of Metaverse users, and enhanced resource utilization compared to baseline algorithms.","CCM-MADRL;meta-distance;Metaverse;Quality of experience;Resource allocation"
"VRRC: Empowering Metaverse-Infused Driving Experience for Multiplatoon Vehicles Through IoRT","The emergence of metaverse applications and services heralds a new era of immersive driving experiences in future vehicular ad hoc networks (VANETs). This unprecedented metaverse-infused driving experience, however, requires high-throughput transmissions for real-time high-quality 360° video streaming, which challenges today’s limited bandwidth resources provisioned by wireless communication infrastructure. To this end, this article introduces virtual road, real connection (VRRC), a novel framework for enhancing the metaverse-infused driving experience in VANET through the Internet of Robotic Things (IoRT). In the face of limited bandwidth resources, VRRC effectively addresses the challenge of high-throughput demand from two key perspectives. First, VRRC reduces redundant transmission by implementing a graph neural network (GNN)-based vehicle clustering method for dynamic multicast group formation, taking into account both the geographical status of vehicles and their communication patterns. Second, VRRC aggregates bandwidth resources across various channels by employing a multiagent reinforcement learning (MARL)–based multipath packet scheduling policy to adapt to heterogeneous channel conditions and dynamic vehicular mobility. Extensive experiments with real-world vehicular traces validate the effectiveness of VRRC and demonstrate its outperformance in reducing redundant traffic by 54% and improving overall throughput by 28%. VRRC represents a substantial leap forward in the integration of the metaverse experience into VANET.","Graph neural networks (GNNs);metaverse;multipath TCP (MPTCP);reinforcement learning;vehicular ad hoc network (VANET)"
"Phenomenological toolkit of the metaverse for medical informatics’ adaptive learning","Introduction The concept of 'adaptive learning systems' assumes development and implementation of personalized learning platforms that adapt to students’ learning strategies, the sequence and difficulty of the task abilities, the time of feedback and students’ preferences. Metaverse technologies can implement adaptive personalized learning to a greater extent due to the possibilities of wider application of student-oriented technologies and provision of rational support for personal educational progress, taking into account individual characteristics. Material and methods The article describes the phenomenological toolkit of the metaverse based on the Microsoft solution to ensure adaptive learning of medical informatics, taking into account modern technologies. Results Two components of the implementation of adaptive learning with Medical Informatics are suggested: (1) creating responsive, professionally relevant learning content that spans simulated accurate digital models of the real world and augmented reality, (2) creation of a metaverse virtual environment for the organization of immersive adaptive learning based on a combination of personally oriented design and productive interaction. Our choice of the Microsoft solution assumes the possibility of implementing in the educational environment of the metaverse such educational tools as voice virtual assistants with artificial intelligence support (Microsoft Bot solution), Internet of things for education and generating educational data (Azure IoT, Power Platform), mirror worlds of educational destination (Microsoft Twins), augmented, virtual, and mixed reality (Microsoft Mesh, Microsoft HoloLens, Dynamics 365 Guides). Conclusion The proposed solutions of Microsoft make it possible to ensure high functionality in a number of issues when building a student-oriented virtual environment of the metaverse for adaptive and authentic learning. Resumen Introducción El concepto de 'sistemas de aprendizaje adaptativo' supone el desarrollo y la implementación de plataformas de aprendizaje personalizadas que se adapten a las estrategias de aprendizaje de los estudiantes, la secuencia y dificultad de las habilidades de las tareas, el tiempo de retroalimentación y las preferencias de los estudiantes. Las tecnologías de metaverso pueden implementar un aprendizaje personalizado adaptativo en mayor medida debido a las posibilidades de una aplicación más amplia de tecnologías orientadas al estudiante y la provisión de apoyo racional para el progreso educativo personal, teniendo en cuenta las características individuales. Material y métodos El artículo describe el toolkit fenomenológico del metaverso basado en la solución de Microsoft para garantizar el aprendizaje adaptativo de la informática médica, teniendo en cuenta las tecnologías modernas. Resultados Se sugieren dos componentes de la implementación del aprendizaje adaptativo con Informática Médica: (1) crear contenido de aprendizaje receptivo y profesionalmente relevante que abarque modelos digitales precisos simulados del mundo real y la realidad aumentada, (2) creación de un entorno virtual de metaverso para la organización de aprendizaje adaptativo inmersivo basado en una combinación de diseño orientado personalmente e interacción productiva. Nuestra elección de la solución de Microsoft supone la posibilidad de implementar en el entorno educativo del metaverso herramientas educativas tales como asistentes virtuales de voz con soporte de inteligencia artificial (solución Microsoft Bot), Internet de las cosas para la educación y generación de datos educativos (Azure IoT, Power Platform), mundos espejo de destino educativo (Microsoft Twins), realidad aumentada, virtual y mixta (Microsoft Mesh, Microsoft HoloLens, Dynamics 365 Guides). Conclusión Las soluciones propuestas por Microsoft permiten garantizar una alta funcionalidad en una serie de problemas al construir un entorno virtual del metaverso orientado al estudiante para un aprendizaje adaptativo y auténtico.","Metaverse, Virtual, augmented, mixed, and extended reality (VR, AR, MR, XR), Artificial intelligence (AI), Internet of things (IoT), Medical Informatics (MI), Adaptive and authentic learning, Microsoft solutions"
"Externalities and complementarities in platforms and ecosystems: From structural solutions to endogenous failures","Platforms and ecosystems provide structures for constellations of economic actors to engage and interact as they seek to create and capture value. We consider how the constructs of platforms and ecosystems relate and explore why they have become more ubiquitous by focusing on the nature of their value-add. We propose that they emerge as a response to distinct market failures, which we identify, and we explain which specific externalities they help overcome. We also identify post-hoc endogenous functional and distributional failures that platforms and ecosystems, in turn, generate. We discuss implications for theory and practice.","Platforms, Ecosystems, Complementarities, Externalities, Value creation, Coordination, Market failures, Platform governance, Ecosystem governance, Platform failures, Ecosystem failures"
"Unveiling the metaverse: The mediating role of social interaction in enhancing tourism experiences","This study explores the influence of metaverse experiences and social interaction on tourists’ engagement and satisfaction in virtual tourism environments. In the digital era, the metaverse provides an immersive, interactive platform for tourism, allowing users to experience destinations virtually. Drawing from theoretical frameworks on tourism experience, the metaverse experience in this study is categorized into three core dimensions: presence and telepresence, immersion, interactivity and vividness. Additionally, social interaction, which encompasses peer-to-peer engagement and community building within virtual settings, is examined as a mediating factor that may enhance the overall tourism experience. Data was collected from 400 tourists in Thailand and analyzed using structural equation modeling (SEM) to test two primary hypotheses: first, that the metaverse has a direct positive influence on tourism experience, and second, that social interaction mediates this relationship. Results support both hypotheses, demonstrating that the metaverse significantly enhances tourism experience through its immersive and interactive features, with social interaction further amplifying this effect as a partial mediator. These findings suggest valuable implications for tourism practitioners and developers of virtual tourism platforms, emphasizing the need to integrate high-quality, socially engaging digital experiences. The study contributes to understanding how metaverse technology, combined with social engagement, can enrich virtual tourism and align with Thailand’s broader digital tourism initiatives.","Metaverse, Social Interaction, Tourism Experience, Immersive Technology"
"Architecture for data-centric and semantic-enhanced industrial metaverse: Bridging physical factories and virtual landscape","The metaverse paradigm has recently captured increasing scholarly and industrial attention, particularly within the scope of human-centric Industry 5.0. In this context, the metaverse promises a transformative confluence of the physical and digital realms, offering unparalleled avenues for human augmentation in industrial applications. Yet, while several conceptual metaverse architectures and illustrative case studies have emerged, they scarcely delve deep into the nuanced practice of cultivating the industrial metaverse for factory-scale applications. Addressing this research gap, this work introduces a novel architecture for a data-centric and semantic-enhanced industrial metaverse. The architecture intricately weaves the physical factory domain with the metaverse, fortified by a suite of ten modules, facilitating data flow and knowledge synchronization with the integration of digital twins and semantic models. The practical application and relevance of this architecture are further accentuated through a case study focused on in-plant material flow tracking. Emerging results underline that our architecture encapsulates the essential components for constructing a factory-scale industrial metaverse. Future research will be geared towards a comprehensive validation of the proposed metaverse architecture, culminating in tangible implementations across diverse industrial contexts.","Industrial metaverse, Virtual–physical continuum, Digital twins, Extended reality, Architecture, Industry 5.0"
"Technical and System Requirements for Industrial Robot-as-a-Service (IRaaS)","Industrial Robot as a Service (IRaaS) is a new business model that enables SMEs to quickly adapt to changing production demands. The IRaaS model introduces industrial robots that can be rented and used on demand, requiring little to no programming knowledge. With this shift from capital expenditures (CAPEX) to operational expenditures (OPEX), the cost of ownership and expertise barriers are eliminated, allowing SMEs to avoid large upfront costs and providing greater flexibility. In this paper, the requirements for developing and realizing these new IRaaS services are identified. The functional requirements are identified by first eliciting the non-functional requirements and proposing robotic concepts that can be servitized. The requirements are also mapped into IRaaS concepts and converged to the underlying challenges.","Industrial-Robots-as-a-Service (IRaaS), Robotic Systems Engineering, Requirements Engineering, Manufacturing Servitization"
"Metaverse for service industries: Future applications, opportunities, challenges and research directions","Although the metaverse is still in the early stages of development and implementation, it has the potential to revolutionize the way how businesses can interact with customers through both the virtual and real world. In particular, service industries are already exploring the opportunity to utilize the metaverse to provide more immersive, interactive and engaging customer experiences. However, the holistic overview of the future applications, opportunities, and challenges of a metaverse in the context of service industries from academic and expert perspectives is limited. By employing a multi-perspective approach, this study looks into these unexplored aspects of the metaverse in the context of service industries through informed and multifaceted narratives by leading academics and experts from cross-disciplinary backgrounds from media and communication, education, hospitality, financial services, retail, tourism and healthcare. The main opportunities identified include the development of new experiences, the introduction of novel inter-world interactions, and new business-consumer relations within the metaverse. The key challenges covered include current technological boundaries, limitations of the experiences in the metaverse, health issues, and data privacy, security, and legal issues. The paper concludes with formulating future research agendas and presenting contributions to literature and implications for practice.","Service industries, Metaverse, Opportunities, Challenges, Research agenda"
"Game on! A state-of-the-art overview of doing business with gamification","Gamification is the act of applying game-design elements to transform activities, products, services, and systems in a way that provides the kind of experiences similar to those offered by games. These elements include badges, points, and leaderboards to motivate and reward problem solving activities and processes. Both businesses and business researchers are increasingly interested in the application of gamification. In this regard, this review aims to offer a state-of-the-art overview of gamification in business, revealing its current trends and future directions. Using business research on gamification published in the last decade (2012–2022) found on Scopus and Web of Science, we conduct a performance analysis to illuminate the field's performance (publication productivity and impact) alongside its key contributors (journals, authors, and countries) as well as a science mapping using a co-citation analysis to locate knowledge foundations, and bibliographic coupling and keyword co-occurrence analysis to reveal major themes in business gamification. Our exploration has unearthed gamification's pervasive influence across business domains, from enhancing learning and fostering innovation to empowering marketing strategies and catalyzing transformation. Gamification has also made significant inroads into management practices, driving engagement, influencing behavioral outcomes, and ushering sustainability. Peering into the future, our density-centrality quadrant analysis casts light on emerging frontiers. Noteworthily, we expect the next wave of gamification to be shaped by the allure of video games and the metaverse, bespoke industry-specific designs, confluence with e-commerce trends, emphasis on sustainable development, expanded social responsibilities, innovations in virtual reality, intersections with human urbanism, and the rise of smart cities. As gamification continues to integrate and reshape myriad facets of the business world, it holds the promise of not only enriching current practices but also charting the course for the future of innovative, sustainable, and transformative business strategies.","Business, Gamification, Bibliometric analysis, Review"
"Bridging realities into organizations through innovation and productivity: Exploring the intersection of artificial intelligence, internet of things, and big data analytics in the metaverse environment using a multi-method approach","This study investigates how organizations may increase innovation and productivity through the Metaverse environment efficacy (MVEE), Artificial intelligence usage (AIU), Internet of Things usage (IoTU), and Big Data Analytics usage (BDAU). The study gathers responses from the gaming, information technology, and entertainment industries, using a multi-method involving Partial Least Squares Structural Equation Modeling, Fuzzy-set Qualitative Comparative Analysis, and Artificial Neural Networks to investigate how these technologies might be used to improve the linking of disparate realities in a business context. The use of AI in personalized and decision-support applications, IoT for real-time data collecting, and BDAU for an insights-driven strategy all combine to create a dynamic MVEE ecosystem. The research also delves into theoretical implications concerning the viability of using the MVEE to boost innovation and productivity. This research identifies the applications of using AI, IoT, and BDA to drive organizational performance in terms of innovation and productivity. Also, the research lays out the role of AI, IoT, and BDA in creating a dynamic metaverse ecosystem.","Metaverse, Task-technology fit theory, Artificial intelligence, Internet of things, Big data analytics, Integration"
"Digital forensics for the socio-cyber world (DF-SCW): A novel framework for deepfake multimedia investigation on social media platforms","Owing to the major development of social media platforms, the usage of technological adaptation increases by means of editing software tools. Posting media in social communication environments has become one of our common daily routines. Before posting, various editing generators are used to manipulate pixel values, such as for enhancing brightness and contrast. Undoubtedly, this software helps bring posting media from ordinary to outstanding. But such a type of editing crosses the line in terms of creating fakes—anything that comes from anywhere and does not retain its originality anyway. It poses a series of issues in the process of multimedia forensics investigation and chain of custody. In order to restrict the attempts at deep faking and make the investigation hierarchy more effective, efficient, and reliable in the socio-cyber space (SCS), this paper presents a novel framework called DF-SCW. A digital forensics-enabled socio-cyber world with artificial intelligence (AI), especially deep neural networks (DNNs), for detecting and analyzing deep fake media investigations on social media platforms. It compares pixels with their neighboring values in the same media (such as images and videos) to identify information about the original one. There is a media flag designed to filter out malicious and dangerous attempts, like a powerful leader declaring war. Putting flags on such fakes helps digital investigators resist sharing the posts. In addition, the other prospect of this research is to make the digital forensics ecosystem more appropriate to take qualitative judgments in real-time while media is uploaded on social media platforms. The simulation of the proposed DF-SCW is tested on three different platforms, such as Instagram, Facebook, and Twitter. Through the experiment, the DF-SCW outperformed in terms of detection, identification, and analysis of deepfake media by an increased rate of 3.77%.","Multimedia forensics, Artificial intelligence, Deepfake investigation, Socio-cyber environment, Social media platforms"
"Framing metaverse identity: A multidimensional framework for governing digital selves","This paper proposes a multidimensional framework for Metaverse Identity, addressing its definition, guiding principles, and critical challenges. Metaverse Identity is conceptualized as a user’s digital self, encompassing personal attributes, data footprints, social roles, and economic elements. To elucidate its core characteristics and implications, this framework introduces two guiding principles: Equivalence and Alignment and Fusion and Expansiveness. The first principle advocates for consistency between metaverse and real-world identities in behavioral norms and social standards, ensuring rights protection and establishing conduct guidelines. The second emphasizes the deep integration and transformative evolution of metaverse identities, enabling them to transcend real-world constraints, meet diverse needs, and foster inclusivity. Together, two principles serve as complementary pillars, balancing ethical integration with dynamic co-evolution. Building on this foundation, the study identifies five critical challenges: interoperability, legal boundaries, privacy and identity management, risks from deepfakes and synthetic identities, and identity fragmentation impacting psychological well-being. To address these challenges, strategic recommendations are offered to guide stakeholders. By constructing this framework, the study fills a key theoretical gap, advances systematic research, and provides a foundation for policies and governance strategies to address the complexities of metaverse identities in a rapidly evolving digital domain.","Metaverse, Digital Identity, Metaverse Identity, Digital Selves, Artificial intelligence, Interoperability, Privacy, Deepfakes, Synthetic identity, Identity fragmentation"
"Blockchain user digital identity big data and information security process protection based on network trust","This study aims to delve into the knowledge graph, functional pathways, and qualitative logic among elements such as network trust, blockchain organization, user identity, big data, and information security in the digital economy era. Through an analysis of the endogenous and exogenous explicit management logic relationships among these elements, this study innovatively constructs three primary dimensions and nine secondary dimensions of digital identity attributes for users. Additionally, it establishes a collaborative management mechanism between government organizations and non-governmental blockchain alliances corresponding to identity attributes based on the delegated proxy mechanism. Furthermore, it reconstructs the big data chain management framework for user digital identity under the zero-trust model and establishes a management process for blockchain digital identity information security protection under the zero-trust model. These efforts provide innovative solutions with both research and application value for the “virtual-real integration” global security governance of the metaverse, digital economy, and digital government.","Blockchain, Information security, Big data, Digital identity, Network trust"
"Chasing in virtual environment:Dynamic alignment for multi-user collaborative redirected walking","Background The redirected walking (RDW) method for multi-user collaboration requires maintaining the relative position between users in a virtual environment (VE) and physical environment (PE). A chasing game in a VE is a typical virtual reality game that entails multi-user collaboration. When a user approaches and interacts with a target user in the VE, the user is expected to approach and interact with the target user in the corresponding PE as well. Existing methods of multi-user RDW mainly focus on obstacle avoidance, which does not account for the relative positional relationship between the users in both VE and PE. Methods To enhance the user experience and facilitate potential interaction, this paper presents a novel dynamic alignment algorithm for multi-user collaborative redirected walking (DA-RDW) in a shared PE where the target user and other users are moving. This algorithm adopts improved artificial potential fields, where the repulsive force is a function of the relative position and velocity of the user with respect to dynamic obstacles. For the best alignment, this algorithm sets the alignment-guidance force in several cases and then converts it into a constrained optimization problem to obtain the optimal direction. Moreover, this algorithm introduces a potential interaction object selection strategy for a dynamically uncertain environment to speed up the subsequent alignment. To balance obstacle avoidance and alignment, this algorithm uses the dynamic weightings of the virtual and physical distances between users and the target to determine the resultant force vector. Results The efficacy of the proposed method was evaluated using a series of simulations and live-user experiments. The experimental results demonstrate that our novel dynamic alignment method for multi-user collaborative redirected walking can reduce the distance error in both VE and PE to improve alignment with fewer collisions.","Virtual reality, Multi-user redirected walking, User collisions, Dynamic alignment"
"Developing and leveraging digital twins in engineering design","Digital twins are digital representations of real-world entities constantly fed by dynamic, bidirectional communication and updates throughout the lifecycle of these sophisticated paired systems. Developing digital twins in production engineering creates new avenues for engineering design in the context of digital transformation in manufacturing and sociotechnical systems. This paper reviews the foundational concepts, methodologies, and applications of digital twins in engineering design, covering both their architecture and development (engineering of digital twins), and their utilisation to enhance design activities (engineering with digital twins). An overview of the current state-of-the-art is presented, challenges are highlighted, and future research directions are addressed.","Design, Digital twin, Digital twin engineering"
"Transforming cinematography lighting education in the metaverse","Lighting education is a foundational component of cinematography education. However, many art schools do not have expensive soundstages for traditional cinematography lessons. Migrating physical setups to virtual experiences is a potential solution driven by metaverse initiatives. Yet there is still a lack of knowledge on the design of a VR system for teaching cinematography. We first analyzed the educational needs for cinematography lighting education by conducting interviews with six cinematography professionals from academia and industry. Accordingly, we presented Art Mirror, a VR soundstage for teachers and students to emulate cinematography lighting in virtual scenarios. We evaluated Art Mirror from the aspects of usability, realism, presence, sense of agency, and collaboration. Sixteen participants were invited to take a cinematography lighting course and assess the design elements of Art Mirror. Our results demonstrate that Art Mirror is usable and useful for cinematography lighting education, which sheds light on the design of VR cinematography education.","Education, Learning, Virtual reality, System, Cinematography lighting"
"AI-powered marketing: What, where, and how?","Artificial intelligence (AI) has become a disruptive force that has revolutionized industries and changed business practices. The integration of AI has brought numerous benefits to various functional areas within organizations, with marketing experiencing a significant positive impact. AI technologies have empowered marketers with advanced tools and insights, fostering unparalleled efficiency, personalization, and strategic campaign decision-making. Despite these advancements, the scholarly focus on AI's transformative effects on marketing is limited. This research investigates how AI is currently applied across different marketing functions and its potential future evolution and impact on marketing processes. In a rapidly evolving world, businesses must navigate complexity, innovate, and sustain competitive advantages. Grounding our analysis in previous AI marketing literature, we adopt the dynamic capability theoretical lens, emphasizing how organizations adapt and prosper in changing environments. This study highlights six key marketing areas where AI promises transformative effects, aiming to illuminate the path for future marketing innovations and strategies, including AI-driven customer insights, measuring marketing performance, automated marketing strategies, ethical implications, enhancing customer experiences, and growth opportunities with AI Implementation. While recognizing AI as a positive disruptive force, we also highlight its limitations, potential threats to privacy and security, as well as ramifications of biases, misuse, and dissemination of misinformation. Finally, the article delineates the gaps in the research and formulates questions aimed at advancing knowledge in AI marketing.","AI marketing, Marketing strategies, Marketing activities, Consumer behavior and decision making, Research agenda"
"Elevating B2B branding in a global context: Integrating existing literature and proposing a forward-thinking conceptual framework","This study aims to evaluate B2B branding in a global context by constructing a framework for future research, practitioners, and brand managers operating in international B2B markets. Employing co-citation and text-mining techniques to investigate 281 articles, we identified five knowledge fields that map the intellectual structure of this domain: brand equity, industrial branding, brand value, global brand leadership, and relationship marketing. We also gained a deeper understanding of the important topics in global B2B branding literature. This framework not only highlights gaps and challenges in conceptual and methodological approaches but also challenges and extends existing academic discourse. It offers a systematic approach to strategic decision-making and the overhaul of marketing practices, guiding practitioners to navigate the complexities of global B2B branding. Our critical analysis sets a new agenda for future research, calling for a more rigorous and holistic advancement in the field of global B2B branding.","Branding, Global B2B branding, Business to business, Literature review, Text mining, Future conceptual model"
"A Conceptual Framework for Digital Twins of Multi-Agent Systems","Multi-agent Systems (MASs) are complex systems made up of agents that can be any entities with the ability to interact autonomously and make decentralized decision-making to solve complex problems. Data-driven Agent-based Modeling and Simulation (DDABMS) equips MASs with access to decisions based on near-real-time data, allowing for more informed decisions for systems’ enhancements. Digital Twins (DTs) can further enhance MASs by serving as virtual replicas that enable what-if scenarios exploration and allow continuous validation and refinement of the underlying models with real-time data from MASs. However, we discovered a gap in systematically integrating DTs with DDABMS, as existing efforts focus on specific problems and domains rather than providing a generalized framework to develop DTs with DDABMS. This paper addresses this gap by proposing a generalized framework to develop DTs for MASs with DDABMS. To demonstrate the practicability of our proposed framework for modeling and simulation of complex systems, we present an illustrative case study based on an epidemiological Susceptible-Infected-Recovered model.","digital twins, multi-agent systems, data-driven agent-based modeling, agent-based modeling, simulation, decision making"
"A conceptual model and case study of blockchain-enabled social media platform","Nowadays, with the emergence of Web 3.0 and the metaverse, we collectively witnessed the explosive development of the decentralised autonomous organisation and the blockchain business model. Particularly, the advancement of technologies has further given birth to a novel form of social platform as blockchain-enabled social media (i.e., SocialFi), which is growing both in size and number of users. Accordingly, the rapid development of these blockchain-enabled social media firms illustrates the requirement to better understand the reasons behind this increase and the innovative practices and strategies of firms in this emerging field. Using the case of Pixie – the world’s first fully functional decentralised photo and video sharing social network based on blockchain technology, this insight paper identifies a conceptual model of blockchain-enabled social media that is useful for illustrating the successful business strategy and operations of firms. Particularly, the identified model employs four pillars of innovation as fundamental technologies, governance and operations, incentive mechanism design, and organisational structure and performance. Based on this crypto economy social media model, the study further presents the main challenges, discusses the implications based on agency theory, as well as highlights several directions for future research associated with blockchain-enabled social media.","Social media, Blockchain, Decentralised autonomous organisation, Agency theory, Crypto economy"
"Cyber-physical systems in non-rigid assemblies: A methodology for the calibration of deformable object reconstruction models","Despite the advances in robot agent cognition and systems’ decision-making, under the prism of cyber-physical systems and industrial metaverse, the manufacturing processes involving the handling of non-rigid product assemblies present a delay in the adoption of smart automation. Model-based planning and control can address the particularities of deformable object manipulation; however, their competence is heavily dependent on the models’ accuracy and reconstruction frequencies. Despite the many breakthroughs that have been achieved in real-time modelling and behavior prediction of deformable objects, the calibration of such models and the measurement of their accuracy remain a significant challenge. In this paper, a method for the definition of the physics parameters of flexible material reconstruction models is presented. The proposed systematic approach, employing a number of optimization algorithms, fine-tunes the model’s parameters for the real-world deformable object, as captured by the perception system, to be aligned with its digital twin. A mass-spring model for the reconstruction of two-dimensional fabric objects is used as an application paradigm. An experimental setup in an industrially relevant environment validates the applicability of the proposed approach and is used for assessing alternative sensing practices and optimization algorithms.","Deformable object modeling, Bayesian optimization, Genetic algorithm, Cyber-physical systems, Perception, Metaverse"
"The impact of eye gaze on social interactions of females in virtual reality: The mediating role of the uncanniness of avatars and the moderating role of task type","The introduction of the Metaverse and the rise of social virtual reality platforms such as VRChat has led to increased communication and collaboration in virtual reality. As interactions in social virtual reality take place through avatars, the behaviour, and in particular the eye gaze of an avatar can have an impact on the user experience. However, it is still unclear which features of the user experience are most influenced. Therefore, this study used data from 44 female participants to investigate how avatar gaze behaviour (static eyes vs. real-time tracked eyes) affects their perceived quality of communication and the amount of one-sided eye contact participants make during a communicative or collaborative task in virtual reality. In addition, the study investigated the mediating role of perceived avatar “uncanniness” (i.e., the finding that humanoid objects that imperfectly resemble real people evoke feelings of discomfort) in this relationship and the moderation effect of two multi-user scenarios (collaboration vs. communication). The results showed that uncanniness directly affected the perceived quality of communication. However, it did not significantly mediate the relationship between avatar eye gaze behaviour and the quality of communication or the amount of one-sided eye contact. Finally, there were no significant differences in user experience between the two scenarios. From this, we can conclude that the uncanniness of an avatar being interacted with in VR is not enough to hinder communication and collaboration in an immersive medium. And even if an avatar is perceived as uncanny, normative communication cues such as eye contact are still present. Notably, due to sample availability, the results of this study are based on a female-only sample. Thus, future research can benefit from exploring the outlined effects in a more gender-balanced sample.","Virtual reality, Eye tracking, Multi-agent, Avatar uncanniness, Communication, Collaboration, Moderated mediation analysis"
"Developing an assessment governance framework for urban digital twins: Insights from smart cities","The rampant urbanization process has highlighted the need of an efficient governance for urban areas. Nevertheless, cities must face the challenge of adapting to technology advances arising from the digital era we are living in. Under this context, urban digital twins (UDTs) have recently superseded smart cities in the attempt of improving the management of city resources and the live of citizens through the use of sophisticated technology. Although the governance of smart cities has been broadly handled in the literature, the influence of UDTs on urban governance still remains unaddressed. This article aims at closing this gap by developing a framework to assess the contribution of UDTs in the governance of cities. A mixed methodology combining an in-depth literature review, a four-round Delphi technique and the Best-Worst multi-criteria decision making method was implemented to this end. The new instrument consists of a two-tier scheme comprising 7 categories and 33 attributes, of which 26 were deemed as essential for an efficient governance. Institutional dimension prevailed over the remaining sustainability domains. Three performance thresholds were defined: low governance, average governance and high governance. The application of the rating system to the UDT of Singapore as case study determined a high level of governance for this city. Some policies were however recommended to strengthen gaps found in Singapore.","Smart governance, Delphi technique, Smart cities, Governance assessment, Urban digital twin, Multi-criteria decision making, Best-Worst method"
