Title,Abstract,Keywords
Spatial Interaction in a Multiuser Immersive Instrument,The AlloSphere provides multiuser spatial interaction through a curved surround screen and surround sound. Two projects illustrate how researchers employed the AlloSphere to investigate the combined use of personal-device displays and the shared display. Another two projects combined multiuser interaction with multiagent systems. These projects point to directions for future ensemble-style collaborative interaction.,AlloSphere;multiuser immersive environments;immersive environments;virtual environments;spatial interaction;spatial interfaces;virtual reality;Graph Browser;Cloud Bridge;Allobrain;Time of Doubles;computer graphics;multimedia
Scalable HIL Simulator for Multi-Agent Systems Interacting in Physical Environments,"Important application domains of multi-agent systems require agent interactions in physical environments (e.g. mobile robotics, intelligent transportation systems, etc.). Sensing and sensory data interpretation play ever increasing role because sensing becomes the primary way of collecting information about the environment. In the most challenging cases the environment is unstructured, which results in demanding data interpretation and control algorithms. Similarly, the control and decision-making algorithms inevitably become more complex in order to be able to cope with the unstructured and dynamic environment. Consequently a sophisticated evaluation/test environment is required, which provides full control of the circumstances, reproducibility and flexible mix of real and virtual components. The paper presents the runtime architecture of a simulation environment (MARS), which assures scalable real-time performance and a modeling framework, which supports incorporating high fidelity sensor models. The tool is capable of simulating accurate agent interactions in physical environments and creating mixed virtual-real worlds for testing multi-agent systems",
Cognitive Perception in RAFALE-SP Methodology,"Several methodologies based on multi-agent systems (MAS) already exist. They help designers to describe software or to create MAS which aim at solving complex problems by simulations. Due to used formalisms, a methodology may be more or less generic. In this context, we have created a mobility oriented methodology called RAFALE-SP based on multi-agent systems. It helps us to describe mobiles which move on a space. This environment can be a virtual representation of a real space like a town where unpredictable events arise. We apply our methodology to solve problems which come from different research areas. We use it to find answers to geographical problems. The presented methodology begins by a conceptual representation of each mobile type and finishes by a mobility simulator. It uses several formalisms: UML and Ploom-unity. They allow us to define mobiles, their interactions and their environment. According to their knowledge, their behaviour rules, mobiles moves on a space by following few motion types. They get an individual perception of the world. In this paper we focus on mobile perception description",
Multi-agent Modeling of Biological Data Based on Virtual Reality,"Many applications related to various fields indeed require the use of temporal data referred in time. Unfortunately, the practical application of such systems is not achieved without difficulties. Complications of a technical but so conceptual nature generally appear. The spatial and temporal data present fundamental problems with the DBMS, not only because of the considerable size and the constant growth of these data, but also because of the complexity of the geometrical and topological relations between these data. From this, the spatio-temporal modeling represents many difficulties. The main goal of our work is to solve this problem in the biological domain and particularly the spatio-temporal modeling and visualisation of molecular and functional network. In order to do that, we propose a system based on multiagent system with the virtual reality allowing the user to interact with the three-dimensional image objects. As a computer-generated representation of a three-dimensional environment, virtual reality enables the user to view and manipulate the contents of an environment. Virtual reality is often referred to as the technology that gives a user the experience of being immersed in a computer-generated virtual world. Although virtual reality is a very useful application for examining and understanding complex data sets. In this paper, we started by the state of the art of the existing systems for modeling the biological data and their interactions (molecular and functional), then we described the multiagent architecture of the spatio-temporal modeling of molecular and functional interactions based on virtual reality techniques",
JGOMAS: New Approach to AI Teaching,"This paper presents a new environment for teaching practical work in AI subjects. The main purpose of this environment is to make AI techniques more appealing to students and to facilitate the use of the toolkits which are currently widely used in research and development. This new environment has a toolkit for developing and executing agents, called JADE-based game-oriented multiagent system (JGOMAS). The environment also has a dedicated website where students can access different documentation and information and interact with teachers. An actual case study of this environment applied to the practical work component of an advanced AI course is presented.",Agents;capture the flag;competitions;multiagent system (MAS);virtual environments
Autonomous agents and anticipative systems,"In this paper we propose an artificial intelligence approach to real time simulation of a virtual community based on a multiagent system. Our approach is based on the work of Holland and Miller (1991), in which the authors propose that the system may be viewed as a complex dynamic adaptive system with a large number of different kinds of agents. In such environment, agents may take their decisions based on the anticipation of the future state of the world (Axelrod, 1997). In this paper, we explore how useful the concept of anticipation can be for real time simulation improving and facilitating decisions of the virtual entities. In this paper, we work with real time anticipative agents and where developed situations, actions, and changes in the world. This normal context in a virtual world is taken as a framework where an agent is able to compare previous learned situations, executed actions and obtained results; with current situations in order to decide which action could lead the agent to a situation with the best utility or satisfaction degree.",Real time agents;Simulation;Classifier Systems;Anticipatory Systems.
Tokyo Virtual Living Lab: Designing Smart Cities Based on the 3D Internet,"The Tokyo Virtual Living Lab is an experimental space based on 3D Internet technology that lets researchers conduct controlled driving and travel studies, including those involving multiple users in the same shared space. This shared-use feature is crucial for analyzing interactive driving behaviors in future smart cities. The lab's novelty is two-fold: it outputs a semantically enriched graphical navigation network using free map data as input, and it includes a navigation segment agent that coordinates a multiagent traffic simulator. This simulator, which is based on the navigation network, supports the integration of user-controlled vehicles. The lab's approach can significantly reduce the effort of preparing realistic driving behavior studies. To demonstrate this, the authors built a 3D model of a part of Tokyo to perform experiments with human drivers in two conditions: normal traffic and ubiquitous eco-traffic.",human factors;artificial realities;augmented realities;virtual realities;Internet computing;3D Internet
Format-Store: A Multi-agent Based Approach to Experiential Learning,"FORMAT-STORE is a serious game application designed for training salesmen and managers in the context of a retail store or a larger supermarket. In this paper, we argue that a relevant way to train a salesperson to their daily activities (e.g. customer relationship management, store management and stock control) consists in immersing them in a 3d environment populated with realistic virtual customers. The first part of this paper presents the multi-agent approach we apply to the design of the intelligent customers. Specifically, we analyse the contribution of the interaction-oriented methodology IODA in facilitating the conception of a game for non computer-scientists by means of a user-friendly design tool and the automated implementation of the conceptual model. The second part includes a case study where we present the organisation of the game around scenarios modelled with respect to the pedagogical requirements. We discuss how we intend to engage the learner by carefully adjusting the difficulty of these scenarios.",
Immersive face validation: A new validation technique for agent-based simulation,"Agent-based simulation is very popular for its ability to approximate real life problems in an efficient way. To assure that the developed model is sufficienlty correct, validation needs to be performed. This contribution proposes a new approach to validate agent-based simulation models. To this end, a novel face validation technique is presented that enables systematic plausibility checks by a human expert immersed in a fine grain virtual reality environment that is the exact representation of the simulated multiagent model. It turns out that Immersive Face Validation, is a technically feasible process which offers great insight into the behaviour context of individual agents.",
Tiny Multiagent DRL for Twins Migration in UAV Metaverses: A Multileader Multifollower Stackelberg Game Approach,"The synergy between unmanned aerial vehicles (UAVs) and metaverses is giving rise to an emerging paradigm named UAV metaverses, which create a unified ecosystem that blends physical and virtual spaces, transforming drone interaction and virtual exploration. UAV twins (UTs), as the digital twins of UAVs that revolutionize UAV applications by making them more immersive, realistic, and informative, are deployed and updated on ground base stations, e.g., roadside units (RSUs), to offer metaverse services for UAV metaverse users (UMUs). Due to the dynamic mobility of UAVs and limited communication coverages of RSUs, it is essential to perform real-time UT migration to ensure seamless immersive experiences for UMUs. However, selecting appropriate RSUs and optimizing the required bandwidth is challenging for achieving reliable and efficient UT migration. To address the challenges, we propose a tiny machine learning-based Stackelberg game framework based on pruning techniques for efficient UT migration in UAV metaverses. Specifically, we formulate a multileader multifollower Stackelberg model considering a new immersion metric of UMUs in the utilities of UAVs. Then, we design a Tiny multiagent deep reinforcement learning (Tiny MADRL) algorithm to obtain the tiny networks representing the optimal game solution. Specifically, the actor-critic network leverages the pruning techniques to reduce the number of network parameters and achieve model size and computation reduction, allowing for efficient implementation of Tiny MADRL. Numerical results demonstrate that our proposed schemes have better performance than traditional schemes.",Metaverses;multiagent deep reinforcement learning;pruning techniques;Stackelberg game;UAV twins (UTs)
Design and implementation of multi-user 3D-virtual space with QoS awareness based on multi-agent framework,"Generally, the 3D-virtual space applications need powerful image processing capability of computer platform and broadband network environment. Therefore, user must perform appropriate setting of the system to receive the service from the virtual space with comfortable QoS, under the circumstances when computer and network resource are changing in almost every moment. This research is aiming for the improvement in convenience of user of 3D-virtual space system by automatic QoS control mechanism. We propose a design and implementation of 3D-virtual space with QoS awareness based on multiagent framework.",
Disaster Evacuation Guide: Using a Massively Multiagent Server and GPS Mobile Phones,"The ubiquitous environment enables us to build systems that provide individual users with personalized navigation services in cities. In developing such a system, it is necessary to estimate the influence and the movement of its users and to get feedback. However, it is difficult to perform tests on such a system given the large number of human subjects involved and its scale, which matches that of a major city. One possible solution is proposed herein, the augmented experiment; it combines a multiagent simulation with a small-scale experiment performed with human subjects. In the experiment, the movements of agents that simulate users are shown to human subjects in order to give them the impression that the environment is populated with a large number of users. In this research, we build an evacuation guide system based on GPS-capable cellular phones and perform an augmented experiment wherein human subjects and evacuee agents are directed while the status of the simulation is passed to the human subjects. Interviews of the human subjects confirmed that the augmented experiment successfully gave the impression that a large number of users were present",
Multiagent approach for resource management in Smart Environments,"The dynamic nature of Smart Environments, enabled thanks to the Internet of Things (IoT) paradigm, requires the application of innovative resource discovery/selection services. Recommender systems provide useful and customized information, properly selected and filtered, for users and services. This paper proposes a multiagent approach for building a recommendation system in smart environments. Smart objects, enhanced IoT objects interacting among them and with users, are mapped through real-valued vectors obtained by word embedding techniques. The vectors are assigned to bio-inspired agents that, working autonomously, bring out a set of similarity grouped entities - clusters of smart objects with similar features - thus enabling an efficient and dynamic recommendation/selection system. Experiment results on synthetic and real datasets prove the effectiveness of the approach.",Smart environments;Word embeddings;Swarm Intelligence;Resource management
An Autonomous Layered Normative System Framework,"One of the main problems of normative system implementation is the semantic gap between the abstract norms described by natural language and the concrete norms described by operational language. This paper introduced an autonomous layered normative system framework which divided the normative system into three different layers. In this framework we realized automatic norm refinement by setting up semantic entailment relation and behavior responsibility relation, and automatic inter-level norm translation with action-operation mapping in the formal norm layers. With these mechanisms, the model effectively increased the system autonomy, with reduced normative system development cost and increased system reliability and dynamic adaptability.",Multiagent System;Norm;Layered Normative System
Interest management in agent-based distributed simulations,"Distributed simulation enables participants situated in different geographical locations to share a common virtual world, which is called a distributed virtual environment (DVE). Among the different research topics concerned with DVE, there is a current trend of linking multi-agent systems and DVE together. With the properties of autonomy, social ability, reactivity and proactiveness, agents can be used to represent entities in DVE, where fast and accurate decision making is a determining factor of the whole environment. This paper provides a description of integrating agents into an HLA-based distributed simulation. It focuses on how to construct the sensor of an agent with different interest management schemes. Using the JADE (Java agent development framework) agent toolkit and the high level architecture (HLA) in our prototype, a minesweeping game, we outline two different implementations of this game. Due to the dynamic characteristics of agents, a problem of overdue information from the environment is discussed, and we propose an enlarged subscription region method to solve this problem. Moreover, advisories provided by the HLA are adopted to reduce the overheads. Conclusions are drawn based on the experimental results of these implementations.",
Integrating autonomous behavior and user control for believable agents,,
Controlling anthropomorphic kinematics as multi-agent systems,"Building on existent robotics knowledge to model and simulate anthropomorphic kinematics is an appealing approach, because sound knowledge gained in the fields of multi-robot and multi-agent systems can be applied. This provides-with little additional effort-the ""new human"" with capabilities ranging from natural arm movement up to the coordinated operation of his arms and the cooperation between multiple anthropomorphic kinematics. The same general hierarchical control structure that has successfully been used to control multi-robot systems for space and industrial application has therefore been enhanced to incorporate the newly required capabilities. The enhancements focus on a new approach to on the one hand consider human extremities as articulated robots which are mechanically connected to make up the body-and on the other hand to provide a control strategy to move the full body correctly under equilibrium conditions. We provide an overall control structure that preserves the capabilities of the single robots and introduces ""sensible couplings"" to move the body as a whole in a naturally looking way. As described in the paper, this work is currently being applied to several application fields in industry up to the simulation of astronauts' work on the International Space Station.",
Formal Models in Web Based Contracting,"Legal principles have some difficulty to deal with software agents celebrating contracts and operating in e-commerce environments without direct human intervention. Autonomous intelligent agents have a control on their own actions and states, supporting or taking effective decisions. Therefore, some qualitative parameters such as trust, reputation and quality of information have to be taken under consideration to evaluate, certify and justify such decisions. Indeed, this paper shows how to construct a dynamic virtual world of complex and interacting entities or agents, organized in terms of Multi-Agent Systems (MAS), that compete against one another in order to solve a particular problem, according to a rigorous selection regime in which its fitness is judged by one criterion alone, a measure of the quality of information of the agent or agents, here understood as evolutionary logic theories. This virtual world could witness the emergence of our first learning, thinking machines, that may cater for some issues on the evolution of formal models of the world in general, and on what is concerned with the objectives set to this work, in contracting, and foray into a vast, untapped technological market.",
Trust modeling in virtual communities using social network metrics,The paper presents the novel concept of trust evaluation method for autonomous multi-agent systems. The method is based on assumption that multi-agent system constitutes social network and so it is an instantiation of the complex network. Several metrics used in description of this type of networks can be used to model trust relation between agents. In the presented model the agent¿s A trust in an agent¿s B statements is obtained as the subjective logic consensus of modified trust levels of all agents that trust the agent B. The trust level modification is performed in relation to the current position of the agent in the network.,
Design and Implementation of Virtual Class based on Jadex,"Nowadays, e-learning system is becoming a convenient learning style comparing to the traditional face-to-face learning way. In this paper, we focus on designing a virtual class in e-learning system, which is based on the agent model and implemented using Jadex framework. The organizational model and architecture of the virtual class is described in detailed. We also present the design and implementation of main agents, including the agent specifications mapping to the Jadex",
Adaptive Digital Twin and Multiagent Deep Reinforcement Learning for Vehicular Edge Computing and Networks,"Technological advancements of urban informatics and vehicular intelligence have enabled connected smart vehicles as pervasive edge computing platforms for a plethora of powerful applications. However, varies types of smart vehicles with distinct capacities, diverse applications with different resource demands as well as unpredictive vehicular topology, pose significant challenges on realizing efficient edge computing services. To cope with these challenges, we incorporate digital twin technology and artificial intelligence into the design of a vehicular edge computing network. It centrally exploits potential edge service matching through evaluating cooperation gains in a mirrored edge computing system, while distributively scheduling computation task offloading and edge resource allocation in an multiagent deep reinforcement learning approach. We further propose a coordination graph driven vehicular task offloading scheme, which minimizes offloading costs through efficiently integrating service matching exploitation and intelligent offloading scheduling in both digital twin and physical networks. Numerical results based on real urban traffic datasets demonstrate the efficiency of our proposed schemes.",Digital twin;multiagent deep deterministic policy gradient (MADDPG);vehicular edge computing
Human-Centric Resource Allocation for the Metaverse With Multiaccess Edge Computing,"Multiaccess edge computing (MEC) is a promising solution to the computation-intensive, low-latency rendering tasks of the metaverse. However, how to optimally allocate limited communication and computation resources at the edge to a large number of users in the metaverse is quite challenging. In this article, we propose an adaptive edge resource allocation method based on multiagent soft actor–critic with graph convolutional networks (SAC-GCN). Specifically, SAC-GCN models the multiuser metaverse environment as a graph where each agent is denoted by a node. Each agent learns the interplay between agents by graph convolutional networks with a self-attention mechanism to further determine the resource usage for one user in the metaverse. The effectiveness of SAC-GCN is demonstrated through the analysis of user experience, balance of resource allocation, and resource utilization rate by taking a virtual city park metaverse as an example. Experimental results indicate that SAC-GCN outperforms other resource allocation methods in improving overall user experience, balancing resource allocation, and increasing resource utilization rate by at least 27%, 11%, and 8%, respectively.",Attention mechanism;extended reality (XR);graph convolutional network;multiagent reinforcement learning
"Meme selection, variation, and transmission in multi-agent system","The incorporation of intelligent agents into the realms of Virtual Environments (VE) has demonstrated a high potential in improving user interactivity, participation and satisfaction in these virtual worlds. In order to stay relevant to the demands and expectations of users in a Virtual Environment, agents must be able to adapt quickly and learn from other agents in order to perform well. The novelty of this paper lies in leveraging the potential of a new perspective of memetic computing and cultural transmission in a multi-agent environment through cultural evolution. This paper shares the concept from the perspective of not only vertically but also horizontal transmission of knowledge through memes selection, variation and transmission which calls for empirically verifying whether such a paradigm is viable for improving agents' learning capabilities in a multiagent environment. This research seeks to use the notion of memes in order to equip virtual agents with the essential learning capabilities that are closer to humanity.",Multi-Agent;Memetic;Culture Evolution
A Multi-agent System for Dynamic Path Planning,"Escape route planning in emergency situations generates interest among researches in many different areas. Computer Science contributes to this by developing simulations of real world situations. An escape route can be regarded as a weighted graph where the labels associated with its edges are determined by the distance between two connected vertexes. Hence, given a starting vertex, it is possible to obtain the minimum path to one exit in the environment. Classical algorithms, such as Dijkstra's, can solve this problem. However, when the environment changes in real time, this class of algorithms is not efficient. Using Multi-agent Systems to solve this problem dynamically seems to be a good approach to plan escape routes in real time, given new information about the environment when modification are detected. This research exposes this approach, implementing a multi agent communication system in a 3D virtual environment.",Multi-agent Systems;Route Planning;Dijkstra's Algorithm;FIPA-OS;VRML
An intent-driven planner for multi-agent story generation,,
Proposta de Agente autônomo utilizando as técnicas de mineração de processos em uma Arquitetura Virtual baseada em Sistemas Multiagentes,"The increase of complexity in control production systems, currently requires more flexible and adaptable architectures to comply with demands during runtime. In this way, to apply the concepts of Industry 4.0 around the process management will have a significant impact on the added value, effectiveness and efficiency of the organizations involved with production. Therefore, the purpose of this research is to present an architecture proposal that uses the concept of Process Mining to enable the delivery, automatically, the improvement indicators, such as: reduction of machine downtime, readjustment of the production flow, maintenance costs and assertiveness in fault detection and prediction. This approach foresees the use of a distributed architecture, adhering to the RAMI 4.0 architecture. The advantage of this architecture is the flexibility and distributed e multi-agent control systems. Another advantage is the integration of the physical world and the virtual world with the concept of CPPS (Cyber-Physical Production Systems), thus, bringing flexibility, interoperability and adaptability, that are necessary for the production system.",Process Mining;CPPS;Agents;Multiagent System
Intrusion detection algorithm in Smart Environments featuring activity footprints approach,"Discovering anomalous data or behaviors is fundamental to obtain critical security information such as intrusion detections, faults and system failures. The limited resources, like computing and storage, make conventional techniques to design Intrusion Detection Systems (IDS) not particularly suitable for smart environments. This paper proposes a novel multiagent algorithm leveraging on devices activity footprints for intrusion detection in Internet of Things environment. Smart objects are mapped with real-valued vectors obtained through the IoT2Vec model, a word embedding technique able to capture the semantic context of device activities and represent these ones in dense vectors. The vectors are assigned to agents, which are spread onto a 2D virtual space, where they move following the rules of a bio-inspired model, the flocking model. A similarity function, applied to the associated vectors, drives the agents for a selective application of the movement rules. The outcome is the emergence of agent groups aggregated on the basis of the activities of their associated devices. Thus, it is possible to easily individuate isolated agents (i.e. devices with dissimilar activity from all), representing potential intruders or with anomalous behaviors to be monitored. Preliminary results confirm the validity of the approach.",Intrusion detection;Activity footprints;Multiagent systems;Smart Environments
Speculative planning with delegation,"This paper presents a novel method of collaborative problem solving for intelligent agents in virtual environments. We describe a planner for STRIPS-like domains enhanced by techniques of ""delegated computing"". Instead of having one central planner with complete information about the world, the concept of delegation is used. In this way, we achieve agent collaboration in a dynamic system, where each of the agents has its own partial plan, but the plans are implicitly coordinated towards a common goal. We demonstrate these techniques in a virtual reality simulation with virtual humans solving a logistical problem.",
A multi agent system for 3D media spaces assistance,"Nowadays we have several cultural spaces accessible in the Internet. These synthetic worlds mix different medias (text, audio, image, video) and attractive user interface resources (as 3D ones). Not closed to presentation environments these applications offer to user other facilities: personalization, interactive views, additional information and communication tools. In this paper we describe a multi-agent architecture used to enhance 3D media spaces assistance. Our proposal is based on a 3D environment where users are represented by avatars. Each avatar has a personal agent that captures all the relevant user actions. We also have other types of agents, which are responsible for providing communication services. Also, we present a case study showing how these concepts were implemented in the ICSpace (Internet cultural space) environment.",
A study of evolutionary multiagent models based on symbiosis,"Multiagent Systems with Symbiotic Learning and Evolution (Masbiole) has been proposed and studied, which is a new methodology of Multiagent Systems (MAS) based on symbiosis in the ecosystem. Masbiole employs a method of symbiotic learning and evolution where agents can learn or evolve according to their symbiotic relations toward others, i.e., considering the benefits/losses of both itself and an opponent. As a result, Masbiole can escape from Nash Equilibria and obtain better performances than conventional MAS where agents consider only their own benefits. This paper focuses on the evolutionary model of Masbiole, and its characteristics are examined especially with an emphasis on the behaviors of agents obtained by symbiotic evolution. In the simulations, two ideas suitable for the effective analysis of such behaviors are introduced; ""Match Type Tile-world (MTT)"" and ""Genetic Network Programming (GNP)"". MTT is a virtual model where tile-world is improved so that agents can behave considering their symbiotic relations. GNP is a newly developed evolutionary computation which has the directed graph type gene structure and enables to analyze the decision making mechanism of agents easily. Simulation results show that Masbiole can obtain various kinds of behaviors and better performances than conventional MAS in MTT by evolution.",Evolutionary computation;multiagent systems;symbiosis;tile-world
Multi-agent simulation for crisis management,"Traditional crowd simulators are based on a simple numerical analysis of inputs such as the positions of people and structures; they do not consider leadership. Since leaders (in terms of evacuations) are present in many real-world situations, the validity of evacuation simulations can be increased through their introduction. We assess the results of a real-world evacuation experiment to develop more realistic scenarios for simulation. The simulations produced by the improved scenarios are found to closely mimic the experimental results. This work shows that scenario-based agent systems such as FlatWalk and FreeWalk offer excellent promise in simulating evacuations more realistically.",
Multiagent-based security for the wireless LAN,"Wireless local area networks (WLANs) are being deployed in enterprises all over the world. Enterprises recognize the value of wireless networks and arc using this technology to increase workforce productivity and improve customer service. However, WLANs are plagued with security and management vulnerabilities (insertion attacks, interception and monitoring wireless traffic, misconfiguration, jamming, and client to client attacks) that threaten more widespread acceptance. A multiagent-based system for WLAN security has been introduced. The proposed system directs the operations of the WLAN security products for use in WLAN vulnerability checks and responds quickly to security demands/threats. The purpose is to provide a way to inspect the enforcement of the WLAN security policy and to provide the administrators with an efficient way to revise any steps to ensure a powerful security scheme for their wireless networks.",
A Decentralized Approach for Anticipatory Vehicle Routing Using Delegate Multiagent Systems,"Advanced vehicle guidance systems use real-time traffic information to route traffic and to avoid congestion. Unfortunately, these systems can only react upon the presence of traffic jams and not to prevent the creation of unnecessary congestion. Anticipatory vehicle routing is promising in that respect, because this approach allows directing vehicle routing by accounting for traffic forecast information. This paper presents a decentralized approach for anticipatory vehicle routing that is particularly useful in large-scale dynamic environments. The approach is based on delegate multiagent systems, i.e., an environment-centric coordination mechanism that is, in part, inspired by ant behavior. Antlike agents explore the environment on behalf of vehicles and detect a congestion forecast, allowing vehicles to reroute. The approach is explained in depth and is evaluated by comparison with three alternative routing strategies. The experiments are done in simulation of a real-world traffic environment. The experiments indicate a considerable performance gain compared with the most advanced strategy under test, i.e., a traffic-message-channel-based routing strategy.",Autonomous agents;distributed control;intelligent vehicles;mobile agents;multiagent systems;navigation;software architecture;traffic control
Cross-Domain Service Function Chain Routing: Multiagent Reinforcement Learning Approaches,"The service function chain (SFC) routing has been increasingly associated with multi-domain networks. However, several multi-domain SFC routing issues, linked to cross-domain interactions and emphasized by the heterogeneity of substrate topologies and administrative authorities, present a challenge. We propose the Cooperative Multi-agent Reinforcement Learning (CMRL) based algorithm for multi-domain SFC routing problem. Simulations on the real-world network topology demonstrate that our proposal can provide more than two and four times reduction in terms of the run time and network resource cost, respectively.",SFC;routing;multi-domain networks
Decentralized control strategies for connectivity guaranteed tracking of multi-agent systems,"In this paper, we study the control strategy for connectivity guaranteed trajectory tracking for multi-agent systems using artificial potential based approach. Some agents, called active agents (AAs), which are attracted by the reference point (modeled as the virtual leader), lead the rest of the group to perform the task. Special features of our approach are that the group is not required to be initially connected and the AAs are not fixed as the system evolves. Two control strategies, each of which consists of an AA switching rule and the coupled flocking controller, are proposed to realize different kinds of connectivity as well as other well-known flocking specifications for the multi-agent group.",Decentralized control;multi-agent system;potential function;active agent
Consensus algorithms for second-order nonlinear multi-agent systems using backstepping control,"This paper proposes two consensus algorithms for second-order nonlinear multi-agent dynamics. The objective of the algorithms is to guarantee two states of each agent reach consensus. Consensus is achieved asymptotically based on two “virtual states” in each agent. Both of the consensus algorithms use backstepping control to deal with the nonlinear section in each agent. By the first algorithm, the consensus is achieved for agent's models without unknown parameters under switching topologies. Adopting the adaptive theory, the second algorithm solves the consensus problem for second-order nonlinear multi-agent systems with unknown parameters under a fixed topology. Simulation results show the effectiveness of the proposed algorithms.",Consensus;Nonlinear dynamics;Tracking;Second-order
Modelling Large Complex Systems Using Multi-agent Technology,"The paper outlines a method for modelling largescale commercial, social, socio-technological and engineering problems. The method is derived from twelve years of experience in designing and implementing large complex systems for real-time scheduling of taxis, air taxis, car rentals, seagoing tankers, trucks, space crafts; dynamic data mining; dynamic knowledge discovery and semantic search. The same approach has been also used for designing adaptive engineering systems and for research into social issues such as eradication of poverty.",large complex systems; real-time scheduling; adaptive engineering systems; agents; ontology
Modelling of Complex Systems with AML as Realized in MIRO Project,"In this paper, we propose a modeling approach for a spatial complex system. The targeted system is the city with its mobility patterns. The goal of MIRO project is to study service accessibility in the city. In fact, we simulate the city with multi agent systems using them to represent each part of the system(individuals, buildings, streets,). The MIRO team is composed by scientists of several domains (computer sciences, geography or economy), so we want to construct a model of the city to share knowledges of each domain. The next step, we will use verification approach in order to validate the model and then the simulator because we want to generate simulator from model. Thus, we propose a method for modeling such complex system. This method is based on AML (Agent Modeling Language) that is a language well adapted for modeling multi-agent systems. We, then, present a spatial AML meta-model coupled with a method. The use case is the MIRO project.",Simulation;agenda;model;Multi Agent System
A Multi-agent based framework for Dynamic Service Discovery and access using matchmaking approach,Service-oriented architecture (SOA) has gained recognition due to its reusable nature of applications and interoperability between heterogeneous technologies. The basis of SOA is the service whereas service is a self-contained software module that performs a predetermined task. The most important tasks in building a service-oriented application are the creation of services with coarse-grained functionality and the creation of interfaces with the right level of abstraction that enhances service discovery and access. Dynamic Service Discovery is one of the key issues of SOA that requires new avenues of research. Agents are reusable s/w components that provide controlled/shared access to services and resources and forms the building blocks with collaborators called as collaborative agents for applications organized across various networks. This paper proposes a novel approach for a multi-agent based dynamic service discovery using matchmaking technique.,Multi-agent system;Service discovery;Matchmaking;Middle-agent
An agent based framework for urban mobility simulation,"Mobility study is composed of many research areas like urban mobility. In the literature, urban mobilities are represented by analytical techniques like stochastic laws or they are defined by simulation tools like multi-agents systems (MAS). The goal of our work is to define citizen behaviour in order to observe population dynamics by a simulation. This strategy is facilitated by a meta-model and a toolkit which are used with a particular method. The latter begins by a conceptual representation of each mobile and finishes by a mobility simulator. This paper aims at describing the mobility simulation toolkit. Thanks to this framework, mobility simulator development is simplified. It allows us to create distributed applications which are based on MAS.",
Modeling intermediation system based on intelligent agents for community of practices,"The new challenges and the increasing complexity of the environment in which organizations are deepened lead on to develop new strategies based on the development of Collective Cognition. These issues require the definition of new organization focused on actors learning, interacting and communicating in small groups of employees. Our aim is to present in this article the modeling of intermediation-based agent's tool for communities of practice (CoPs). This tool aims at improve interactions, negotiations and coordination among members in the process of new knowledge creation. A large number of solutions have been proposed as part of the application of agents in knowledge management and also to communities. In other hand, this system will able to consolidate and provide accesses to integrate knowledge resulting from members' actions, to manage join/leave of member control and represent negotiations between members.",Multi-Agents Systems (MAS);Knowledge Management (KM);Communities of Practices (CoPs);agent;Cooperation;Interaction Protocol;Communication
Distributed ubiquitous software services,This paper presents both theoretical and experimental results enabling the distributed implementation of ubiquitous software services.,
Validating interactions in ubiquitous software systems using dialogue oriented interactions,This paper addresses the problem of conforming interactions in a highly distributed and disconnected environment according to their design specifications. Ubiquitous software systems are considered as a case of study.,
Dominium: an approach to regulate agents societies in dynamic environments,"The cooperation between agents for accomplish their goals is a major issue in MAS but, due the agents autonomy, they can made the “no cooperate” option, in opposing to the global goals of the system. This paper presents the Dominium, an approach for regulated systems that can tame the agents and that offer support to dynamic geo-referenced environments.",
Mixed reality educational environment for robotics,"This work presents an operational setup for carrying out experiments in robotics using a mixed-reality approach. The objective of this setup is twofold, on one hand it aims to be a useful educational tool for teaching robotics and on the other it is a tool to help in the development and study of embodied evolution. The design represents an intermediate system between a real and a simulated scenario so as to work with real robots and to make easier and simpler the configuration and modification of the rest of the elements of the experiments. The present operational setup consists, mainly, of a video projector to represent the virtual elements projecting them over the arena of the experiment, a zenithal camera to capture the state of real elements moving on the arena, and a computer which monitors and controls the scenario. As a result, both real and virtual elements interact on the arena and their state is updated based on world rules of the experiment and on the state and actions of other elements. The scheme implemented in the main computer to control and structure this environment is based on the one proposed in a previous work for the definition of scenarios in a simulation environment named Waspbed, which was designed for the study of simulated coevolution processes in multiagent systems. Apart from the advantages provided in robotics research when large testing period times are required, this setup is used for getting students from engineering degrees used to deal with robotics and all its associated fields, such as artificial vision, evolutionary robotics, communication protocols, etc. in a very simple, quick and cheap way, which otherwise wouldn't be feasible taking into account the academic constraints of time and resources.",Learning environments;multirobots system;virtual environments;educational robotics;autonomous robotics;embodied evolution
